time,station_id,part_id,activity,
2023-01-30T14:37:44Z,S2,P1004,EXIT,
2023-01-30T14:37:44Z,S3,P1001,EXIT,
2023-01-30T14:37:44Z,S3,P1002,ENTER,
2023-01-30T14:37:53Z,S4,P1001,ENTER,
2023-01-30T14:38:34Z,S4,P1001,EXIT,
2023-01-30T14:38:34Z,S4,P1004,ENTER,
2023-01-30T14:38:53Z,S3,P1002,EXIT,
2023-01-30T14:38:53Z,S3,P1003,ENTER,
2023-01-30T14:39:10Z,S1,P1006,EXIT,
2023-01-30T14:39:10Z,S1,P1007,ENTER,
2023-01-30T14:39:32Z,S1,P1005,EXIT,
2023-01-30T14:39:43Z,S2,P1005,ENTER,
2023-01-30T14:39:55Z,S4,P1004,EXIT,
2023-01-30T14:39:55Z,S1,P1008,ENTER,
2023-01-30T14:39:55Z,S4,P1002,ENTER,
2023-01-30T14:41:04Z,S2,P1005,EXIT,
2023-01-30T14:41:18Z,S4,P1002,EXIT,
2023-01-30T14:41:18Z,S4,P1005,ENTER,
2023-01-30T14:41:55Z,S1,P1007,EXIT,
2023-01-30T14:41:55Z,S1,P1009,ENTER,
2023-01-30T14:42:18Z,S4,P1005,EXIT,
2023-01-30T14:42:49Z,S3,P1003,EXIT,
2023-01-30T14:42:49Z,S3,P1006,ENTER,
2023-01-30T14:42:56Z,S4,P1003,ENTER,
2023-01-30T14:43:04Z,S1,P1008,EXIT,
2023-01-30T14:43:04Z,S1,P1010,ENTER,
2023-01-30T14:43:12Z,S1,P1009,EXIT,
2023-01-30T14:44:46Z,S4,P1003,EXIT,
2023-01-30T14:44:46Z,S1,P1011,ENTER,
2023-01-30T14:46:08Z,S3,P1006,EXIT,
2023-01-30T14:46:08Z,S3,P1007,ENTER,
2023-01-30T14:46:20Z,S4,P1006,ENTER,
2023-01-30T14:46:22Z,S1,P1011,EXIT,
2023-01-30T14:46:36Z,S1,P1010,EXIT,
2023-01-30T14:47:17Z,S4,P1006,EXIT,
2023-01-30T14:47:17Z,S1,P1012,ENTER,
2023-01-30T14:48:23Z,S3,P1007,EXIT,
2023-01-30T14:48:23Z,S3,P1008,ENTER,
2023-01-30T14:48:32Z,S4,P1007,ENTER,
2023-01-30T14:48:47Z,S1,P1012,EXIT,
2023-01-30T14:49:35Z,S4,P1007,EXIT,
2023-01-30T14:49:35Z,S1,P1013,ENTER,
2023-01-30T14:50:15Z,S1,P1013,EXIT,
2023-01-30T14:50:27Z,S2,P1013,ENTER,
2023-01-30T14:51:39Z,S3,P1008,EXIT,
2023-01-30T14:51:39Z,S3,P1009,ENTER,
2023-01-30T14:51:52Z,S4,P1008,ENTER,
2023-01-30T14:52:40Z,S2,P1013,EXIT,
2023-01-30T14:52:47Z,S4,P1008,EXIT,
2023-01-30T14:52:47Z,S1,P1014,ENTER,
2023-01-30T14:52:52Z,S4,P1013,ENTER,
2023-01-30T14:53:21Z,S1,P1014,EXIT,
2023-01-30T14:53:33Z,S2,P1014,ENTER,
2023-01-30T14:53:57Z,S3,P1009,EXIT,
2023-01-30T14:53:57Z,S3,P1011,ENTER,
2023-01-30T14:54:19Z,S4,P1013,EXIT,
2023-01-30T14:54:19Z,S1,P1015,ENTER,
2023-01-30T14:54:19Z,S4,P1009,ENTER,
2023-01-30T14:54:58Z,S2,P1014,EXIT,
2023-01-30T14:55:02Z,S4,P1009,EXIT,
2023-01-30T14:55:02Z,S1,P1016,ENTER,
2023-01-30T14:55:07Z,S4,P1014,ENTER,
2023-01-30T14:56:00Z,S1,P1015,EXIT,
2023-01-30T14:56:01Z,S1,P1016,EXIT,
2023-01-30T14:56:07Z,S2,P1015,ENTER,
2023-01-30T14:56:14Z,S3,P1011,EXIT,
2023-01-30T14:56:14Z,S3,P1010,ENTER,
2023-01-30T14:56:36Z,S4,P1014,EXIT,
2023-01-30T14:56:36Z,S1,P1017,ENTER,
2023-01-30T14:56:36Z,S4,P1011,ENTER,
2023-01-30T14:57:12Z,S4,P1011,EXIT,
2023-01-30T14:57:12Z,S1,P1018,ENTER,
2023-01-30T14:58:45Z,S1,P1017,EXIT,
2023-01-30T14:59:01Z,S2,P1015,EXIT,
2023-01-30T14:59:10Z,S3,P1010,EXIT,
2023-01-30T14:59:10Z,S3,P1012,ENTER,
2023-01-30T14:59:10Z,S4,P1015,ENTER,
2023-01-30T15:00:13Z,S3,P1012,EXIT,
2023-01-30T15:00:13Z,S3,P1016,ENTER,
2023-01-30T15:00:18Z,S4,P1015,EXIT,
2023-01-30T15:00:18Z,S1,P1019,ENTER,
2023-01-30T15:00:18Z,S4,P1010,ENTER,
2023-01-30T15:01:18Z,S1,P1018,EXIT,
2023-01-30T15:01:43Z,S4,P1010,EXIT,
2023-01-30T15:01:43Z,S1,P1020,ENTER,
2023-01-30T15:01:43Z,S4,P1012,ENTER,
2023-01-30T15:02:23Z,S1,P1019,EXIT,
2023-01-30T15:03:59Z,S4,P1012,EXIT,
2023-01-30T15:03:59Z,S1,P1021,ENTER,
2023-01-30T15:04:28Z,S3,P1016,EXIT,
2023-01-30T15:04:28Z,S3,P1017,ENTER,
2023-01-30T15:04:36Z,S4,P1016,ENTER,
2023-01-30T15:04:49Z,S1,P1021,EXIT,
2023-01-30T15:05:40Z,S1,P1020,EXIT,
2023-01-30T15:05:50Z,S2,P1020,ENTER,
2023-01-30T15:06:24Z,S4,P1016,EXIT,
2023-01-30T15:06:24Z,S1,P1022,ENTER,
2023-01-30T15:06:31Z,S3,P1017,EXIT,
