time,station_id,part_id,activity,
2023-01-30T17:38:27Z,S3,P1001,EXIT,
2023-01-30T17:38:48Z,S1,P1006,EXIT,
2023-01-30T17:39:28Z,S2,P1003,EXIT,
2023-01-30T17:39:28Z,S2,P1005,ENTER,
2023-01-30T17:39:36Z,S3,P1003,ENTER,
2023-01-30T17:39:42Z,S4,P1002,EXIT,
2023-01-30T17:39:42Z,S1,P1007,ENTER,
2023-01-30T17:39:42Z,S4,P1001,ENTER,
2023-01-30T17:40:05Z,S1,P1007,EXIT,
2023-01-30T17:40:41Z,S3,P1003,EXIT,
2023-01-30T17:41:34Z,S2,P1005,EXIT,
2023-01-30T17:41:34Z,S2,P1006,ENTER,
2023-01-30T17:41:44Z,S3,P1005,ENTER,
2023-01-30T17:41:45Z,S4,P1001,EXIT,
2023-01-30T17:41:45Z,S1,P1008,ENTER,
2023-01-30T17:41:45Z,S4,P1003,ENTER,
2023-01-30T17:42:17Z,S1,P1008,EXIT,
2023-01-30T17:42:53Z,S2,P1004,EXIT,
2023-01-30T17:42:53Z,S2,P1007,ENTER,
2023-01-30T17:42:53Z,S3,P1005,EXIT,
2023-01-30T17:43:05Z,S3,P1004,ENTER,
2023-01-30T17:43:48Z,S4,P1003,EXIT,
2023-01-30T17:43:48Z,S1,P1009,ENTER,
2023-01-30T17:43:48Z,S4,P1005,ENTER,
2023-01-30T17:44:02Z,S3,P1004,EXIT,
2023-01-30T17:44:07Z,S2,P1006,EXIT,
2023-01-30T17:44:07Z,S2,P1008,ENTER,
2023-01-30T17:44:17Z,S3,P1006,ENTER,
2023-01-30T17:44:28Z,S1,P1009,EXIT,
2023-01-30T17:44:59Z,S4,P1005,EXIT,
2023-01-30T17:44:59Z,S1,P1010,ENTER,
2023-01-30T17:44:59Z,S4,P1004,ENTER,
2023-01-30T17:45:35Z,S2,P1007,EXIT,
2023-01-30T17:45:35Z,S2,P1009,ENTER,
2023-01-30T17:45:44Z,S3,P1006,EXIT,
2023-01-30T17:45:44Z,S3,P1007,ENTER,
2023-01-30T17:45:50Z,S2,P1008,EXIT,
2023-01-30T17:46:15Z,S1,P1010,EXIT,
2023-01-30T17:46:19Z,S3,P1007,EXIT,
2023-01-30T17:46:19Z,S3,P1008,ENTER,
2023-01-30T17:46:26Z,S2,P1010,ENTER,
2023-01-30T17:46:53Z,S2,P1009,EXIT,
2023-01-30T17:47:02Z,S4,P1004,EXIT,
2023-01-30T17:47:02Z,S1,P1011,ENTER,
2023-01-30T17:47:02Z,S4,P1006,ENTER,
2023-01-30T17:47:13Z,S3,P1008,EXIT,
2023-01-30T17:47:13Z,S3,P1009,ENTER,
2023-01-30T17:47:58Z,S1,P1011,EXIT,
2023-01-30T17:48:06Z,S2,P1011,ENTER,
2023-01-30T17:48:11Z,S3,P1009,EXIT,
2023-01-30T17:48:45Z,S4,P1006,EXIT,
2023-01-30T17:48:45Z,S1,P1012,ENTER,
2023-01-30T17:48:45Z,S4,P1007,ENTER,
2023-01-30T17:49:03Z,S2,P1010,EXIT,
2023-01-30T17:49:15Z,S3,P1010,ENTER,
2023-01-30T17:49:28Z,S1,P1012,EXIT,
2023-01-30T17:49:36Z,S4,P1007,EXIT,
2023-01-30T17:49:36Z,S1,P1013,ENTER,
2023-01-30T17:49:36Z,S4,P1008,ENTER,
