time,station_id,part_id,activity,
2023-01-30T13:31:45Z,S3,P1002,ENTER,
2023-01-30T13:32:16Z,S4,P1001,EXIT,
2023-01-30T13:32:16Z,S4,P1003,ENTER,
2023-01-30T13:32:24Z,S2,P1005,EXIT,
2023-01-30T13:33:13Z,S4,P1003,EXIT,
2023-01-30T13:33:14Z,S1,P1006,EXIT,
2023-01-30T13:33:14Z,S1,P1007,ENTER,
2023-01-30T13:33:26Z,S2,P1006,ENTER,
2023-01-30T13:33:27Z,S2,P1004,EXIT,
2023-01-30T13:33:36Z,S3,P1002,EXIT,
2023-01-30T13:33:36Z,S3,P1005,ENTER,
2023-01-30T13:33:38Z,S4,P1004,ENTER,
2023-01-30T13:33:49Z,S2,P1002,ENTER,
2023-01-30T13:34:44Z,S3,P1005,EXIT,
2023-01-30T13:34:55Z,S4,P1004,EXIT,
2023-01-30T13:34:55Z,S2,P1006,EXIT,
2023-01-30T13:34:55Z,S2,P1005,ENTER,
2023-01-30T13:35:09Z,S4,P1006,ENTER,
2023-01-30T13:35:33Z,S1,P1007,EXIT,
2023-01-30T13:35:33Z,S1,P1008,ENTER,
2023-01-30T13:35:48Z,S2,P1002,EXIT,
2023-01-30T13:35:48Z,S2,P1007,ENTER,
2023-01-30T13:36:03Z,S4,P1006,EXIT,
2023-01-30T13:36:03Z,S4,P1002,ENTER,
2023-01-30T13:36:06Z,S1,P1008,EXIT,
2023-01-30T13:36:06Z,S1,P1009,ENTER,
2023-01-30T13:36:22Z,S2,P1005,EXIT,
2023-01-30T13:36:22Z,S2,P1008,ENTER,
2023-01-30T13:36:31Z,S3,P1005,ENTER,
2023-01-30T13:37:01Z,S4,P1002,EXIT,
2023-01-30T13:37:11Z,S1,P1009,EXIT,
2023-01-30T13:37:11Z,S1,P1010,ENTER,
2023-01-30T13:37:11Z,S2,P1007,EXIT,
2023-01-30T13:37:19Z,S2,P1009,ENTER,
2023-01-30T13:37:22Z,S2,P1008,EXIT,
2023-01-30T13:37:24Z,S4,P1007,ENTER,
2023-01-30T13:37:46Z,S3,P1005,EXIT,
2023-01-30T13:37:54Z,S2,P1005,ENTER,
2023-01-30T13:38:34Z,S4,P1007,EXIT,
2023-01-30T13:38:34Z,S4,P1008,ENTER,
2023-01-30T13:39:12Z,S2,P1009,EXIT,
2023-01-30T13:39:14Z,S2,P1005,EXIT,
2023-01-30T13:39:19Z,S1,P1010,EXIT,
2023-01-30T13:39:19Z,S1,P1011,ENTER,
2023-01-30T13:39:24Z,S3,P1005,ENTER,
2023-01-30T13:39:28Z,S2,P1010,ENTER,
2023-01-30T13:40:15Z,S3,P1005,EXIT,
2023-01-30T13:40:23Z,S2,P1005,ENTER,
2023-01-30T13:40:24Z,S4,P1008,EXIT,
2023-01-30T13:40:24Z,S4,P1009,ENTER,
2023-01-30T13:40:39Z,S2,P1010,EXIT,
2023-01-30T13:40:59Z,S1,P1011,EXIT,
2023-01-30T13:40:59Z,S1,P1012,ENTER,
2023-01-30T13:41:12Z,S2,P1011,ENTER,
2023-01-30T13:41:14Z,S2,P1005,EXIT,
2023-01-30T13:42:20Z,S1,P1012,EXIT,
2023-01-30T13:42:20Z,S1,P1013,ENTER,
2023-01-30T13:42:33Z,S2,P1012,ENTER,
2023-01-30T13:42:36Z,S2,P1011,EXIT,
2023-01-30T13:42:44Z,S1,P1013,EXIT,
2023-01-30T13:42:44Z,S1,P1014,ENTER,
2023-01-30T13:42:53Z,S4,P1009,EXIT,
2023-01-30T13:42:53Z,S4,P1010,ENTER,
2023-01-30T13:42:55Z,S2,P1013,ENTER,
2023-01-30T13:44:04Z,S2,P1013,EXIT,
2023-01-30T13:44:46Z,S2,P1012,EXIT,
2023-01-30T13:44:47Z,S1,P1014,EXIT,
2023-01-30T13:44:47Z,S1,P1015,ENTER,
2023-01-30T13:44:54Z,S3,P1012,ENTER,
2023-01-30T13:44:58Z,S2,P1014,ENTER,
2023-01-30T13:46:09Z,S1,P1015,EXIT,
2023-01-30T13:46:09Z,S1,P1016,ENTER,
2023-01-30T13:46:19Z,S2,P1015,ENTER,
2023-01-30T13:46:25Z,S3,P1012,EXIT,
2023-01-30T13:46:28Z,S4,P1010,EXIT,
2023-01-30T13:46:28Z,S4,P1005,ENTER,
2023-01-30T13:47:07Z,S2,P1014,EXIT,
2023-01-30T13:47:07Z,S2,P1012,ENTER,
2023-01-30T13:47:08Z,S4,P1005,EXIT,
2023-01-30T13:47:08Z,S4,P1011,ENTER,
2023-01-30T13:47:45Z,S4,P1011,EXIT,
2023-01-30T13:47:45Z,S4,P1013,ENTER,
2023-01-30T13:47:57Z,S2,P1015,EXIT,
2023-01-30T13:48:01Z,S2,P1012,EXIT,
2023-01-30T13:48:04Z,S3,P1015,ENTER,
2023-01-30T13:48:05Z,S4,P1013,EXIT,
2023-01-30T13:48:05Z,S4,P1014,ENTER,
2023-01-30T13:48:23Z,S1,P1016,EXIT,
2023-01-30T13:48:23Z,S1,P1017,ENTER,
2023-01-30T13:48:31Z,S2,P1016,ENTER,
2023-01-30T13:48:43Z,S4,P1014,EXIT,
2023-01-30T13:48:43Z,S4,P1012,ENTER,
2023-01-30T13:48:43Z,S3,P1015,EXIT,
2023-01-30T13:48:54Z,S2,P1015,ENTER,
2023-01-30T13:49:43Z,S2,P1015,EXIT,
2023-01-30T13:50:01Z,S1,P1017,EXIT,
2023-01-30T13:50:01Z,S1,P1018,ENTER,
2023-01-30T13:50:02Z,S2,P1016,EXIT,
2023-01-30T13:50:04Z,S4,P1012,EXIT,
2023-01-30T13:50:04Z,S4,P1015,ENTER,
2023-01-30T13:50:10Z,S2,P1017,ENTER,
2023-01-30T13:50:25Z,S1,P1018,EXIT,
2023-01-30T13:50:25Z,S1,P1019,ENTER,
2023-01-30T13:50:36Z,S2,P1018,ENTER,
2023-01-30T13:51:26Z,S4,P1015,EXIT,
2023-01-30T13:51:26Z,S4,P1016,ENTER,
2023-01-30T13:51:32Z,S1,P1019,EXIT,
2023-01-30T13:51:32Z,S1,P1020,ENTER,
2023-01-30T13:51:45Z,S2,P1017,EXIT,
2023-01-30T13:51:45Z,S2,P1019,ENTER,
2023-01-30T13:51:57Z,S3,P1017,ENTER,
2023-01-30T13:52:26Z,S3,P1017,EXIT,
2023-01-30T13:52:58Z,S2,P1018,EXIT,
2023-01-30T13:52:58Z,S2,P1017,ENTER,
2023-01-30T13:53:11Z,S2,P1019,EXIT,
2023-01-30T13:53:21Z,S3,P1019,ENTER,
2023-01-30T13:53:23Z,S1,P1020,EXIT,
2023-01-30T13:53:23Z,S1,P1021,ENTER,
2023-01-30T13:53:30Z,S2,P1020,ENTER,
2023-01-30T13:53:42Z,S4,P1016,EXIT,
